house_floor,city,house_area,fee,house_used,estate,m2_price,street_name,house_style,property_right,field,total_price,house_decoration,sele_power,house_direction,build_area,room_link
低楼层 (共32层),沈阳,暂无数据,,满两年,果舍添香二期,8400yuan/m2,大东区,2室1厅1厨1卫,暂无数据,大东,63w,其他,"
                    此房为南北通透户型，园区安静不吵闹，生活配套设施齐全，适合多种人群居住。
                  ",南 北,75㎡,https://sy.lianjia.com/ershoufang/102100426467.html
中楼层 (共32层),沈阳,95㎡,,满两年,正大江南水乡一期,8481yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,82w,其他,"
                    商场：乐购超市沃尔玛购物居然之家 医院：沈阳陆军总医院浑南分院 邮局：浑南中路邮政 银行：浑南中路邮政储蓄所 其他：奥体公园
                  ",南 北,96.69㎡,https://sy.lianjia.com/ershoufang/102100426531.html
中楼层 (共23层),沈阳,暂无数据,,满两年,绿地老街坊,6055yuan/m2,于洪区,2室2厅1厨1卫,暂无数据,于洪,54w,其他,"
                    园区外有公交127路、东行493米是255路、东行825米怒江北街上有116、106向东北走1800米到松山西路上有190、200、236、260、260支线、268支线、294、
                  ",南 北,89.19㎡,https://sy.lianjia.com/ershoufang/102100428077.html
中楼层 (共18层),沈阳,暂无数据,,满两年,假日蓝湾,7949yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,68w,其他,"
                    房子精装修业主婚房保持的好，用的都是环保材料。买完之后可以直接入住。
                  ",南 西 北,85.55㎡,https://sy.lianjia.com/ershoufang/102100433024.html
中楼层 (共18层),沈阳,暂无数据,,满五年,融城时代,7747yuan/m2,浑南新区,3室2厅1厨2卫,暂无数据,浑南,110w,其他,"
                    房子西南格局三室 保持干净 配套完善 出行便利
                  ",西南,142㎡,https://sy.lianjia.com/ershoufang/102100429742.html
高楼层 (共17层),沈阳,65㎡,,满五年,第一城B组团,10180yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,77w,精装,"
                  ",西南,75.64㎡,https://sy.lianjia.com/ershoufang/102100445462.html
中楼层 (共35层),沈阳,暂无数据,,满五年,金水花城一期,8352yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,95w,简装,"
                    房子是精装的 价位合适 楼层好 采光充足 户型方正
                  ",东 南,113.75㎡,https://sy.lianjia.com/ershoufang/102100395759.html
低楼层 (共31层),沈阳,83㎡,,满两年,金地滨河国际·悦城,10086yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,84w,其他,"
                    金地品牌物业 有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻。
                  ",南 北,83.29㎡,https://sy.lianjia.com/ershoufang/102100420260.html
中楼层 (共7层),沈阳,1㎡,,满五年,佳园新村,7633yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,85w,其他,"
                    公交车100.108.130.126.109.150.152.188.238.286.214.333等多条公交
                  ",南 北,111.36㎡,https://sy.lianjia.com/ershoufang/102100423262.html
高楼层 (共24层),沈阳,暂无数据,,满五年,枫合万嘉三期,10773yuan/m2,大东区,3室2厅1厨1卫,暂无数据,大东,125w,简装,"
                    装修保持整洁，园区优美，南北通透，标准格局
                  ",南 北,116.04㎡,https://sy.lianjia.com/ershoufang/102100371315.html
低楼层 (共24层),沈阳,暂无数据,,满五年,新加坡城,10983yuan/m2,和平区,2室2厅1厨1卫,暂无数据,和平,97w,精装,"
                    此房是南北向两室两厅一厨一卫户型，客厅：明厅 卫生间：暗卫 通风效果好
                  ",南 北,88.32㎡,https://sy.lianjia.com/ershoufang/102100382821.html
中楼层 (共58层),沈阳,暂无数据,,满两年,世茂新五里河,11261yuan/m2,和平区,2室2厅1厨1卫,暂无数据,和平,165w,简装,"
                    此房南北格局，配套全，小区地理位置好，小区环境好。
                  ",南 北,146.53㎡,https://sy.lianjia.com/ershoufang/102100440138.html
中楼层 (共33层),沈阳,暂无数据,,满五年,沿海赛洛城一期,9208yuan/m2,浑南新区,2室1厅1厨1卫,暂无数据,浑南,93w,其他,"
                    楼层好，户型好，客厅宽敞，视野开阔，园区中间位置，
                  ",南 北,101㎡,https://sy.lianjia.com/ershoufang/102100424089.html
中楼层 (共33层),沈阳,暂无数据,,未满两年,汇景新世界,15149yuan/m2,和平区,2室1厅1厨1卫,暂无数据,和平,149w,精装,"
                    169、188、222、800到三好桥北站下车，沈水湾公园、南湖公园、青年公园、科普公园、五里河公园小区内部配套
                  ",东南,98.36㎡,https://sy.lianjia.com/ershoufang/102100328104.html
高楼层 (共18层),沈阳,暂无数据,,满五年,东环国际花园,8679yuan/m2,铁西区,4室2厅1厨2卫,暂无数据,铁西,135w,其他,"
                  ",南 北,155.56㎡,https://sy.lianjia.com/ershoufang/102100441848.html
中楼层 (共31层),沈阳,62㎡,,满两年,金地滨河国际,10810yuan/m2,浑南新区,1室1厅1厨1卫,暂无数据,浑南,68w,其他,"
                    家门口有224路、118路、238路、291路、155路，276路，浑南新区一线，有轨电车
                  ",南,62.91㎡,https://sy.lianjia.com/ershoufang/102100442372.html
高楼层 (共7层),沈阳,暂无数据,,满五年,瑞士家园,8657yuan/m2,大东区,2室2厅1厨1卫,暂无数据,大东,105w,精装,"
                    幼儿园：尚品幼儿园 医院：人民医院 银行：浦发银行 交通银行 工商银行 中国银行 其他：大东俱乐部 小区内部配套：休闲公园
                  ",南 北,121.3㎡,https://sy.lianjia.com/ershoufang/102100437257.html
高楼层 (共6层),沈阳,90㎡,,满五年,阳光尚城二期,7541yuan/m2,于洪区,2室2厅1厨2卫,暂无数据,于洪,80w,精装,"
                    此房距离地铁口2公里（根据百度地图），有9条公交线路，5个银行，配套齐全，出行便利。
                  ",南 西 北,106.09㎡,https://sy.lianjia.com/ershoufang/102100441004.html
低楼层 (共17层),沈阳,暂无数据,,满五年,第一城B组团,8919yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,73w,简装,"
                    启工街第壹城 南北通透 园区里小高层 赠送家具家电
                  ",东 南 北,81.85㎡,https://sy.lianjia.com/ershoufang/102100371449.html
中楼层 (共29层),沈阳,暂无数据,,满两年,万科金域蓝湾,13383yuan/m2,浑南新区,3室2厅1厨2卫,暂无数据,浑南,200w,其他,"
                    标准南北户型，2个南卧，1个北卧，从北卧室和厨房可以看到浑河。
                  ",南 北,149.45㎡,https://sy.lianjia.com/ershoufang/102100436823.html
低楼层 (共11层),沈阳,90㎡,,满五年,慧缘馨村,8080yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,85w,精装,"
                    小区西门有291路、南门有浑南有轨电车5号线、北门有124路、238路、291路公交车。
                  ",南 北,105.21㎡,https://sy.lianjia.com/ershoufang/102100437339.html
低楼层 (共6层),沈阳,144.44㎡,,满两年,九洲湾景汇,16963yuan/m2,和平区,4室2厅1厨2卫,暂无数据,和平,245w,精装,"
                    该园区有多条公交线路，k801路，k802路，128路，222路，165路等, 距离公交车站大概100米（数据来源于百度地图），交通便利，出行方便
                  ",南 北,144.44㎡,https://sy.lianjia.com/ershoufang/102100399899.html
中楼层 (共5层),沈阳,130㎡,,满两年,金地锦城西区,15793yuan/m2,浑南新区,3室2厅1厨2卫,暂无数据,浑南,220w,精装,"
                    房龄：房龄新，环境好！


户型：洋房二楼，南向无遮挡，南北通透，三室两卫！
                  ",南 北,139.31㎡,https://sy.lianjia.com/ershoufang/102100415528.html
中楼层 (共31层),沈阳,暂无数据,,满五年,昌鑫置地广场,9549yuan/m2,和平区,2室2厅1厨1卫,暂无数据,和平,74w,精装,"
                                              ",南,77.5㎡,https://sy.lianjia.com/ershoufang/102100419089.html
低楼层 (共7层),沈阳,暂无数据,,满两年,如意家园,8913yuan/m2,大东区,2室2厅1厨1卫,暂无数据,大东,87w,其他,"
                    此房为两室 南北通透户型 不把山不临街 楼层低无遮挡 采光好
                  ",南 北,97.62㎡,https://sy.lianjia.com/ershoufang/102100427301.html
中楼层 (共6层),沈阳,暂无数据,,满两年,万科城四期,24510yuan/m2,和平区,4室2厅1厨3卫,暂无数据,和平,500w,精装,"
                    万科电梯洋房 南北通透 大理石精装全新  全天采光 无遮挡
                  ",南 北,204㎡,https://sy.lianjia.com/ershoufang/102100420651.html
中楼层 (共11层),沈阳,暂无数据,,满五年,依云北郡D区,7071yuan/m2,于洪区,2室2厅1厨1卫,暂无数据,于洪,66w,精装,"
                    大两室 南北通透 楼层好 视野好
                  ",南 北,93.34㎡,https://sy.lianjia.com/ershoufang/102100368659.html
中楼层 (共7层),沈阳,39㎡,,满两年,多福小区,8000yuan/m2,沈河区,1室1厅1厨1卫,暂无数据,沈河,31.2w,简装,"
                    房子位置好，地段繁华，交通便利，中间楼层，不挡光。
                  ",南,39㎡,https://sy.lianjia.com/ershoufang/102100439920.html
低楼层 (共6层),沈阳,暂无数据,,满两年,依云北郡A区,7562yuan/m2,于洪区,2室1厅1厨1卫,暂无数据,于洪,55w,精装,"
                    小区植物多，园区做的漂亮，素质住户，24小时保安巡逻，出行方便
                  ",南 北,72.74㎡,https://sy.lianjia.com/ershoufang/102100381125.html
高楼层 (共24层),沈阳,暂无数据,,满两年,金科名苑,6174yuan/m2,和平区,3室2厅1厨2卫,暂无数据,和平,98w,精装,"
                                              ",南 北,158.74㎡,https://sy.lianjia.com/ershoufang/102100305896.html
低楼层 (共11层),沈阳,126㎡,,满五年,新湖明珠城,19048yuan/m2,铁西区,3室2厅1厨2卫,暂无数据,铁西,240w,其他,"
                    此房为标准南北三室 通风良好 不把山 南明厅 不挡光 防水保温均保持良好
                  ",南 北,126㎡,https://sy.lianjia.com/ershoufang/102100393973.html
高楼层 (共19层),沈阳,130㎡,,满五年,绿苑小区,8050yuan/m2,大东区,3室2厅1厨1卫,暂无数据,大东,105w,简装,"
                    此房为三室两厅，进门左手边为南客厅，右手边为厨房，1个南卧，1个北卧，中间是卫生间和书房，中间户，南北通风好。
                  ",南 北,130.45㎡,https://sy.lianjia.com/ershoufang/102100428689.html
低楼层 (共52层),沈阳,暂无数据,,满两年,世茂新五里河,13648yuan/m2,和平区,3室2厅1厨2卫,暂无数据,和平,260w,精装,"
                    此房满五唯一 南北通透，采光好，交通便利，生活配套齐
                  ",南 北,190.51㎡,https://sy.lianjia.com/ershoufang/102100427113.html
中楼层 (共33层),沈阳,140㎡,,满五年,中海国际社区一期,16000yuan/m2,和平区,3室2厅1厨2卫,暂无数据,和平,240w,其他,"
                    149、154、173、169、139、327、188、222、五爱市场专线预备役号
                  ",南 北,150㎡,https://sy.lianjia.com/ershoufang/102100432517.html
低楼层 (共6层),沈阳,88.17㎡,,满五年,天河家园三期,13043yuan/m2,和平区,2室2厅1厨1卫,暂无数据,和平,115w,简装,"
                    户型是南北通透的两居室户型，客厅主卧朝南，厨房次卧朝北，南北双通透，通风效果和采光都是很好的。
                  ",南 北,88.17㎡,https://sy.lianjia.com/ershoufang/102100433425.html
中楼层 (共33层),沈阳,暂无数据,,满五年,凯旋门,9499yuan/m2,铁西区,2室1厅1厨1卫,暂无数据,铁西,75w,精装,"
                                              ",东,78.96㎡,https://sy.lianjia.com/ershoufang/102100239636.html
中楼层 (共28层),沈阳,暂无数据,,满两年,恒大城二期,7454yuan/m2,于洪区,2室2厅1厨1卫,暂无数据,于洪,68w,精装,"
                    116 302在恒大城站下车、116支线在怒江北街站下车260、268、255在松山站下车。离三台子地铁口2公里（来源于高德地图）。
                  ",东南,91.23㎡,https://sy.lianjia.com/ershoufang/102100433111.html
低楼层 (共33层),沈阳,暂无数据,,满五年,泛美华庭,8642yuan/m2,浑南新区,1室1厅1厨1卫,暂无数据,浑南,55w,其他,"
                    精装修一室，交通便利，配套齐全。
                  ",东南,63.65㎡,https://sy.lianjia.com/ershoufang/102100439482.html
中楼层 (共6层),沈阳,80.48㎡,,满五年,世纪新城五期,6834yuan/m2,浑南新区,2室2厅1厨1卫,暂无数据,浑南,55w,简装,"
                    交通便利 简单装修 拎包即住 交通方便 南北通透 视野好
                  ",南 北,80.48㎡,https://sy.lianjia.com/ershoufang/102100317045.html
中楼层 (共31层),沈阳,暂无数据,,满两年,晶座,11691yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,83w,精装,"
                     婚装保持好  中间楼层不临街 采光充足 
                  ",西南,71㎡,https://sy.lianjia.com/ershoufang/102100422208.html
低楼层 (共5层),沈阳,暂无数据,,满两年,银亿万万城,6469yuan/m2,于洪区,3室2厅1厨2卫,暂无数据,于洪,86w,其他,"
                    配套成熟 交通便利 南侧有恒大都市广场 怒江北街与赤山路交汇处有兴隆生活广场（数据来自于高德地图）
                  ",南 北,132.96㎡,https://sy.lianjia.com/ershoufang/102100436771.html
中楼层 (共6层),北京,68㎡,,满五年,华兴园,47960yuan/m2,通州北苑,2室1厅1厨1卫,暂无数据,通州,362w,简装,"
                                              ",南 北,75.48㎡,https://bj.lianjia.com/ershoufang/101102131040.html
高楼层 (共18层),沈阳,95㎡,,满五年,格林观堂一期,16604yuan/m2,和平区,2室2厅1厨1卫,暂无数据,和平,158w,精装,"
                    园区拥有多条公交线路，165，287，324，222，128等。为您的出行带来便利
                  ",南 北,95.16㎡,https://sy.lianjia.com/ershoufang/102100436621.html
高楼层 (共6层),沈阳,100㎡,,满五年,亚都名苑,6705yuan/m2,于洪区,2室2厅1厨1卫,暂无数据,于洪,76w,精装,"
                    精装两居室 家电齐全 南北通透 客厅采光不错 格局标准 拎包即住
                  ",南 北,113.36㎡,https://sy.lianjia.com/ershoufang/102100437411.html
中楼层 (共30层),沈阳,暂无数据,,满五年,第一城E组团,9324yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,77.5w,精装,"
                    此房格局好，近地铁东南向不临街，采光充足，交通便利
                  ",东南,83.12㎡,https://sy.lianjia.com/ershoufang/102100416955.html
中楼层 (共6层),沈阳,暂无数据,,满五年,依云北郡B区,7798yuan/m2,于洪区,3室2厅1厨1卫,暂无数据,于洪,85w,精装,"
                    双南卧，一北卧，中间楼层，不挡光，把西山不临街，园区位置优越。
                  ",南 北,109.01㎡,https://sy.lianjia.com/ershoufang/102100295637.html
高楼层 (共17层),北京,75.42㎡,,满五年,亮马嘉园,66755yuan/m2,酒仙桥,2室1厅1厨1卫,有,朝阳,610w,精装,"
                    此房满五年唯一，高楼层，视野采光都很棒
                  ",东南,91.38㎡,https://bj.lianjia.com/ershoufang/101102130335.html
高楼层 (共12层),北京,40.5㎡,,满五年,东南小区,119171yuan/m2,中关村,2室1厅1厨1卫,有,海淀,690w,简装,"
                                              ",南 北,57.9㎡,https://bj.lianjia.com/ershoufang/101102119105.html
高楼层 (共33层),沈阳,暂无数据,,满两年,中海国际社区一期,12732yuan/m2,和平区,2室1厅1厨1卫,暂无数据,和平,90w,简装,"
                    中海一期由22栋高层组成，园区共有五个出入口，南京南街为西1门和西2门，和祥街上有东门和南门，还有一个北门南通大润发商场。
                  ",西 北,70.69㎡,https://sy.lianjia.com/ershoufang/102100444579.html
低楼层 (共33层),沈阳,100㎡,,满两年,万达广场A组团,7394yuan/m2,铁西区,2室1厅1厨1卫,暂无数据,铁西,75w,精装,"
                    公交：111、181、206、283、铁西新区二线 沈辽路兴华街站下 ；167、176路 景星街南十二路站下；103、201、216路 沈辽路艳粉街站下；129、266路 兴华街南十路站下；278路工业大学兴顺校区站下。
                  ",南 北,101.44㎡,https://sy.lianjia.com/ershoufang/102100407594.html
中楼层 (共11层),沈阳,暂无数据,,满五年,亚美利加,12917yuan/m2,铁西区,3室2厅1厨2卫,暂无数据,铁西,148w,精装,"
                    其仕地产一期，园区共9栋楼，有高层，有小高，此房为小高层，不临街，不把山。
                  ",南 北,114.58㎡,https://sy.lianjia.com/ershoufang/102100414494.html
顶层 (共6层),北京,暂无数据,,满五年,裕中东里,119001yuan/m2,马甸,2室1厅1厨1卫,暂无数据,西城,774.7w,精装,"
                                              ",南 北,65.1㎡,https://bj.lianjia.com/ershoufang/101102120007.html
低楼层 (共24层),北京,67.94㎡,,满五年,通典铭居,51674yuan/m2,通州北苑,2室1厅1厨1卫,有,通州,437w,精装,"
                                              ",西,84.57㎡,https://bj.lianjia.com/ershoufang/101102134586.html
高楼层 (共16层),北京,130.12㎡,,满五年,天通苑北一区,36392yuan/m2,天通苑,3室2厅1厨2卫,有,昌平,530w,简装,"
                    北一区电梯板楼南北三居室 楼层好 配套设施齐全
                  ",南 北,145.64㎡,https://bj.lianjia.com/ershoufang/101102128160.html
顶层 (共16层),北京,74.42㎡,,满五年,彩虹城三区,61856yuan/m2,赵公口,2室1厅1厨1卫,有,丰台,576w,简装,"
                    本房是彩虹城南北通透两居室，客厅和主卧室朝南，都带落地窗阳台，次卧室和厨房朝北，厨房长条形带一个小阳台，户型方正！
                  ",南 北,93.12㎡,https://bj.lianjia.com/ershoufang/101102114019.html
高楼层 (共6层),沈阳,暂无数据,,满五年,黎明西部风情,10117yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,95w,精装,"
                    房屋无任何贷款，无抵押，个人单独拥有，房证契证齐全，随时可以办理过户手续。
                  ",南 北,93.91㎡,https://sy.lianjia.com/ershoufang/102100441396.html
中楼层 (共6层),北京,117.15㎡,,满五年,流星花园三区,51698yuan/m2,回龙观,3室2厅1厨2卫,有,昌平,705w,精装,"
                    小区环境优美，六层板楼带观景电梯，视野没有遮挡。
                  ",南 北,136.37㎡,https://bj.lianjia.com/ershoufang/101102119821.html
高楼层 (共16层),沈阳,40.45㎡,,满五年,富海铭尊,7170yuan/m2,铁西区,1室1厅1厨1卫,暂无数据,铁西,29w,精装,"
                    带装修，有家电家具，东向采光好，不临街，位置安静
                  ",东,40.45㎡,https://sy.lianjia.com/ershoufang/102100428592.html
高楼层 (共33层),沈阳,暂无数据,,满两年,万达广场A组团,8318yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,94w,精装,"
                    南北通透户型，南卧室阳光很好，前面不挡光，北面厨房后面是房主自己封的小阳台。
                  ",南 北,113.01㎡,https://sy.lianjia.com/ershoufang/102100444966.html
底层 (共10层),北京,136.48㎡,,满五年,天鸿美域,60576yuan/m2,青塔,4室2厅1厨2卫,有,丰台,950w,精装,"
                    房子是天鸿美域小区中间位置，精装修，带前后花园
                  ",南 北,156.83㎡,https://bj.lianjia.com/ershoufang/101102204027.html
中楼层 (共15层),沈阳,暂无数据,,满五年,浅草绿阁七期廊桥溪语,8598yuan/m2,铁西区,2室1厅1厨1卫,暂无数据,铁西,60w,其他,"
                    房屋位于园区里面，不把上山，不临街，一南卧 ，一北卧，南明厅。
                  ",南 北,69.79㎡,https://sy.lianjia.com/ershoufang/102100441912.html
高楼层 (共6层),沈阳,暂无数据,,满五年,阳光尚城一期,8099yuan/m2,于洪区,4室3厅1厨2卫,暂无数据,于洪,70w,精装,"
                    兴隆大家庭、乐购超市、乐天玛特、中兴超市、永强综合市场等 医院：242医院、北方医院、武警总队医院、区内的社区医院 小哈津幼儿园、晓璎华纳双语幼儿园、辽宁省实验于洪分校 项目整体采用钢混结构
                  ",南 北,86.44㎡,https://sy.lianjia.com/ershoufang/102100271646.html
低楼层 (共28层),沈阳,暂无数据,,满五年,东亚国际城,6855yuan/m2,浑南新区,3室2厅1厨1卫,暂无数据,浑南,86w,其他,"
                    此房南北通透，楼层好，不挡光，把西山，一个卫生间，一个南卧室
                  ",南 北,125.46㎡,https://sy.lianjia.com/ershoufang/102100410790.html
中楼层 (共30层),沈阳,暂无数据,,满五年,第一城D组团,9015yuan/m2,铁西区,2室2厅1厨1卫,暂无数据,铁西,78w,精装,"
                  ",西南,86.53㎡,https://sy.lianjia.com/ershoufang/102100425540.html
低楼层 (共6层),北京,暂无数据,,满五年,玉海园五里,76544yuan/m2,玉泉路,2室1厅1厨1卫,暂无数据,海淀,620w,简装,"
                    小区所在片区是成熟生活区，从小区东门出去，路东有仁和四季菜市场和晋老乡、兰州拉面等餐厅；小区东门北边是橙天嘉禾影院，往南有永辉超市、超市发、金百万烤鸭、好嫂子等餐厅。小区东门两边的底商有商店和诊所（京润堂中医门诊部），生活方便。
                  ",东 南 北,81㎡,https://bj.lianjia.com/ershoufang/101102129899.html
中楼层 (共11层),沈阳,暂无数据,,满五年,天河家园三期,12102yuan/m2,和平区,2室1厅1厨1卫,暂无数据,和平,69w,其他,"
                    大润发、维华广场、三好街、沈水湾公园、长白岛森林公园。盛京医院、医大医院；中国银行、建设银行、工商银行、农业银行、邮政储蓄、广发银行
                  ",南,57.02㎡,https://sy.lianjia.com/ershoufang/102100428373.html
顶层 (共5层),北京,111.79㎡,,满五年,玉渊潭南路9号院,125017yuan/m2,军博,3室2厅1厨2卫,暂无数据,海淀,1863w,精装,"
                    此房满五年，南北通透3居室，复式带40平米阁楼 小区安静不临街。
                  ",南 北,149.02㎡,https://bj.lianjia.com/ershoufang/101102203096.html
高楼层 (共33层),沈阳,暂无数据,,满五年,金水花城一期,5567yuan/m2,浑南新区,3室2厅1厨2卫,暂无数据,浑南,95w,毛坯,"
                    本房为清水房源 没有改动 可以根据自己的爱好设计装修风格 空间大 
                  ",南,170.65㎡,https://sy.lianjia.com/ershoufang/102100417387.html
中楼层 (共6层),北京,56.63㎡,,满五年,花家地西里一区,61579yuan/m2,望京,2室1厅1厨1卫,暂无数据,朝阳,405w,简装,"
                    小区北门口南湖西里站，有130/409/567/660/696/966/983等多条公交车。
                  ",东 西,65.77㎡,https://bj.lianjia.com/ershoufang/101102041762.html
中楼层 (共18层),北京,68.36㎡,,满五年,安宁佳园,66910yuan/m2,安宁庄,2室1厅1厨1卫,有,海淀,569w,精装,"
                    房子是东南向正规两居室，客厅带飘窗朝东，使用面积25平米，一卧室带东南90度转角飘窗，使用面积15平米，一卧室带落地飘窗阳台朝东，使用面积17平米，厨房带窗户朝南，使用面积10平米，卫生间是暗卫，使用面积8平米，户型方方正正很好利用！
                  ",东南,85.04㎡,https://bj.lianjia.com/ershoufang/101101823489.html
低楼层 (共14层),北京,99.31㎡,,满五年,三环新城8号院,57780yuan/m2,玉泉营,3室2厅1厨2卫,有,丰台,690w,简装,"
                                              ",南,119.42㎡,https://bj.lianjia.com/ershoufang/101101944565.html
中楼层 (共26层),北京,102㎡,,满五年,望京新城,61275yuan/m2,望京,3室1厅1厨1卫,有,朝阳,800w,精装,"
                    满五年唯一，有抵押可随时解，装修好，可拎包入住！
                  ",东南 西南,130.56㎡,https://bj.lianjia.com/ershoufang/101102086461.html
低楼层 (共21层),沈阳,97㎡,,满五年,城建乾元,8073yuan/m2,沈河区,2室1厅1厨1卫,暂无数据,沈河,79w,精装,"
                    教育 交通 医疗 娱乐配套成熟
                  ",南 北,97.86㎡,https://sy.lianjia.com/ershoufang/102100442236.html
中楼层 (共11层),沈阳,暂无数据,,满五年,万科金色家园,10921yuan/m2,大东区,3室2厅1厨2卫,暂无数据,大东,190w,精装,"
                    适宜三代人同住：无甲醛、生活、教育配套齐全、1公里内有公园、市场（来源于百度地图）
                  ",南 北,173.98㎡,https://sy.lianjia.com/ershoufang/102100445153.html
中楼层 (共20层),北京,100㎡,,满五年,团结湖东里,73350yuan/m2,团结湖,3室2厅1厨2卫,有,朝阳,930w,精装,"
                    此房满五年，业主名下无其它房产，中间楼层，采光和视野无遮挡
                  ",西南,126.79㎡,https://bj.lianjia.com/ershoufang/101102086997.html
低楼层 (共27层),北京,116.1㎡,,满五年,朗琴园,93120yuan/m2,广安门,3室1厅1厨2卫,有,西城,1306w,简装,"
                    此房满五年，家庭名下就一套住宅，税费少。南北通透 通风好。
                  ",南 北,140.25㎡,https://bj.lianjia.com/ershoufang/101101941203.html
低楼层 (共6层),北京,暂无数据,,满两年,建清园,80944yuan/m2,学院路,2室1厅1厨1卫,暂无数据,海淀,429w,精装,"
                    本房楼层适中，为全南向两居室，而且房子是业主一年前刚刚装修过的，房子保持的很好，业主诚意出售。
                  ",南,53㎡,https://bj.lianjia.com/ershoufang/101102198354.html
顶层 (共24层),北京,58.59㎡,,满五年,芍药居北里,76441yuan/m2,芍药居,2室1厅1厨1卫,有,朝阳,670w,精装,"
                    满五年唯一，东城区政府家属楼，鲁班奖楼盘，精装修
                  ",西南,87.65㎡,https://bj.lianjia.com/ershoufang/101102105925.html
低楼层 (共18层),北京,暂无数据,,满五年,定福庄西街,49969yuan/m2,定福庄,2室1厅1厨1卫,有,朝阳,316w,简装,"
                                              ",东北,63.24㎡,https://bj.lianjia.com/ershoufang/101102116677.html
中楼层 (共13层),北京,146.29㎡,,满五年,天通西苑三区,33525yuan/m2,天通苑,3室2厅1厨2卫,有,昌平,550w,精装,"
                                              ",南 北,164.06㎡,https://bj.lianjia.com/ershoufang/101101748811.html
底层 (共18层),北京,38.7㎡,,满两年,建设部大院,104264yuan/m2,甘家口,2室1厅1厨1卫,暂无数据,海淀,538w,简装,"
                                              ",东,51.6㎡,https://bj.lianjia.com/ershoufang/101102155435.html
中楼层 (共5层),北京,暂无数据,,满两年,南苑北里三区,46685yuan/m2,和义,2室1厅1厨1卫,暂无数据,丰台,340w,精装,"
                    房子是正规的两居室，客厅朝南带阳台，户型合理，精装修
                  ",南 北,72.83㎡,https://bj.lianjia.com/ershoufang/101102157002.html
高楼层 (共25层),北京,93.02㎡,,满五年,千鹤家园,63120yuan/m2,惠新西街,1室2厅1厨1卫,有,朝阳,688w,精装,"
                                              ",西南,109㎡,https://bj.lianjia.com/ershoufang/101102139754.html
顶层 (共6层),北京,暂无数据,,满五年,仓上小区,36779yuan/m2,顺义城,2室1厅1厨1卫,暂无数据,顺义,242w,简装,"
                    此房是全明户型二居室，无遮挡，小户型纯两居。
                  ",南 北,65.8㎡,https://bj.lianjia.com/ershoufang/101102000987.html
顶层 (共16层),北京,暂无数据,,满五年,安外东河沿,104319yuan/m2,安定门,2室1厅1厨1卫,有,东城,645w,精装,"
                                              ",南,61.83㎡,https://bj.lianjia.com/ershoufang/101102112729.html
高楼层 (共23层),北京,107.12㎡,,满五年,北苑家园望春园,60005yuan/m2,北苑,3室1厅1厨2卫,有,朝阳,816w,精装,"
                    本房视野开阔 没有遮挡 采光好 满五年且名下仅这一套房
                  ",东南,135.99㎡,https://bj.lianjia.com/ershoufang/101101793910.html
顶层 (共8层),北京,74.27㎡,,满五年,新龙城,51730yuan/m2,回龙观,2室1厅1厨1卫,有,昌平,459w,简装,"
                                              ",东 南 西,88.73㎡,https://bj.lianjia.com/ershoufang/101102111018.html
低楼层 (共18层),北京,58.56㎡,,满五年,夏都盈座,78397yuan/m2,望京,1室1厅1厨1卫,有,朝阳,565w,精装,"
                                              ",东,72.07㎡,https://bj.lianjia.com/ershoufang/101101442479.html
中楼层 (共16层),北京,45.46㎡,,满五年,华严北里中科院,80746yuan/m2,健翔桥,2室1厅1厨1卫,有,朝阳,520w,简装,"
                                              ",南 北,64.4㎡,https://bj.lianjia.com/ershoufang/101101756138.html
中楼层 (共13层),北京,126.68㎡,,满五年,天通西苑三区,35238yuan/m2,天通苑,3室2厅1厨2卫,有,昌平,560w,精装,"
                                              ",南 北,158.92㎡,https://bj.lianjia.com/ershoufang/101101421073.html
中楼层 (共13层),北京,暂无数据,,满五年,清缘东里,75435yuan/m2,清河,2室1厅1厨1卫,有,海淀,620w,简装,"
                                              ",南 北,82.19㎡,https://bj.lianjia.com/ershoufang/101102054737.html
低楼层 (共25层),北京,72.75㎡,,满五年,北纬40度二期,85340yuan/m2,望京,2室2厅1厨1卫,有,朝阳,840w,精装,"
                                              ",南 北,98.43㎡,https://bj.lianjia.com/ershoufang/101102058236.html
高楼层 (共28层),北京,119.2㎡,,满五年,SOHO现代城,62310yuan/m2,CBD,3室1厅1厨2卫,有,朝阳,880w,精装,"
                                              ",东,141.23㎡,https://bj.lianjia.com/ershoufang/101102022100.html
